feature,mean_abs_shap
cat__http_uri_/connecttest.txt,0.0
cat__http_uri_/d/msdownload/update/others/2019/04/28699861_9488bae666d9f85a1316793f9e52a14994eae7e5.cab,0.0
cat__http_uri_/d/msdownload/update/others/2019/04/28701422_19fc1c232bf7eb4d3ddd097afebcaa3a0479d76c.cab,0.0
cat__http_uri_/d/msdownload/update/others/2019/04/28702816_586ec5981a557b2f52707c80339980bbda1d24f6.cab,0.0
cat__http_uri_/?C=D;O=D,0.0
cat__http_uri_/?C=D;O=A,0.0
cat__http_uri_/37;51;99;37;55;51;37;54;51;37;55;50;37;54;57;37;55;48;37;55;52;37;50;48;37;55;51;37;55;50;37;54;51;37;51;100;37;51;49;37;50;48;37;54;56;37;55;50;37;54;53;37;54;54;37;51;100;37;51;49;37;50;48;37;54;102;37;54;101;37;54;53;37;55;50;37;55;50;37;54;102;37;55;50;37;51;100;37;50;50;37;54;97;37;54;49;37;55;54;37;54;49;37;55;51;37;54;51;37;55;50;37;54;57;37;55;48;37;55;52;37;51;97;37;51;53;37;51;48;37;51;57;37;51;55;37;51;57;37;51;57;37;51;48;37;51;50;37;54;52;37;54;53;37;51;55;37;54;50;37;51;48;37;51;54;37;51;51;37;54;49;37;51;56;37;51;55;37;54;51;37;51;51;37;51;53;37;51;54;37;51;48;37;51;50;37;51;51;37;54;52;37;51;57;37;54;53;37;51;56;37;51;54;37;54;50;37;54;52;37;50;50;37;51;101;37;51;99;37;50;102;37;55;51;37;54;51;37;55;50;37;54;57;37;55;48;37;55;52;37;51;101,0.0
cat__http_uri_/37;51;99;37;54;53;37;54;100;37;54;50;37;54;53;37;54;52;37;50;48;37;55;51;37;55;50;37;54;51;37;51;100;37;50;50;37;51;52;37;54;52;37;54;52;37;51;53;37;51;49;37;54;52;37;51;55;37;54;50;37;51;50;37;54;51;37;51;51;37;51;53;37;51;51;37;51;57;37;54;54;37;54;52;37;51;55;37;51;53;37;51;49;37;51;49;37;54;49;37;51;54;37;51;50;37;51;51;37;51;49;37;51;48;37;54;51;37;54;53;37;51;48;37;54;54;37;51;55;37;51;51;37;50;50;37;51;101,0.0
cat__ssl_issuer_-,0.0
cat__ssl_issuer_CN=Microsoft IT TLS CA 5;OU=Microsoft IT;O=Microsoft Corporation;L=Redmond;ST=Washington;C=US,0.0
cat__ssl_issuer_CN=Microsoft Secure Server CA 2011;O=Microsoft Corporation;L=Redmond;ST=Washington;C=US,0.0
cat__ssl_issuer_CN=Microsoft Update Secure Server CA 2.1;O=Microsoft Corporation;L=Redmond;ST=Washington;C=US,0.0
cat__ssl_issuer_CN=Mr Shepherd;OU=Security Shepherd Project;O=OWASP;L=Dublin;ST=Ireland;C=IE,0.0
cat__http_trans_depth_-,0.0
cat__http_trans_depth_1,0.0
cat__http_trans_depth_10,0.0
cat__http_trans_depth_2,0.0
cat__http_trans_depth_3,0.0
cat__http_trans_depth_4,0.0
cat__http_trans_depth_5,0.0
cat__http_trans_depth_7,0.0
cat__http_trans_depth_8,0.0
cat__http_trans_depth_9,0.0
cat__http_method_-,0.0
cat__http_method_GET,0.0
cat__http_method_HEAD,0.0
cat__http_method_POST,0.0
cat__http_uri_-,0.0
cat__http_uri_/,0.0
cat__dns_query_ns1prod.11193.azuredns-prd.org,0.0
cat__dns_query_ns-1675.awsdns-17.co.uk,0.0
cat__dns_query_ns1.zdns.google,0.0
cat__dns_query_azureedge.net,0.0
cat__dns_query_android.local,0.0
cat__dns_query_ap.lijit.com,0.0
cat__dns_query_apac2.notify.windows.com.akadns.net,0.0
cat__dns_query_apex.go.sonobi.com,0.0
cat__dns_query_api.snapcraft.io,0.0
cat__dns_query_apis.google.com,0.0
cat__dns_query_apsoutheast-match.deepintent.com,0.0
cat__dns_query_arbbximmhx,0.0
cat__dns_query_arc.msn.com,0.0
cat__dns_query_arc.msn.com.nsatc.net,0.0
cat__dns_query_ari.alpha.aridns.net.au,0.0
cat__dns_query_ari.beta.aridns.net.au,0.0
cat__dns_query_ari.gamma.aridns.net.au,0.0
cat__dns_query_arin.authdns.ripe.net,0.0
cat__dns_query_as-sec.casalemedia.com,0.0
cat__dns_query_asimov-win.settings.data.microsoft.com.akadns.net,0.0
cat__dns_query_au,0.0
cat__dns_query_au-msedge.net,0.0
cat__dns_query_au.download.windowsupdate.com,0.0
cat__dns_query_aus5.mozilla.org,0.0
cat__dns_query_australia.smartscreen-prod.microsoft.com,0.0
cat__dns_query_autopush.prod.mozaws.net,0.0
cat__dns_query_awrbqbrqeh,0.0
cat__dns_query_amazonaws.com,0.0
cat__dns_query_akamaitech.net,0.0
cat__dns_query_akamaiedge.net,0.0
cat__dns_query_accounts.google.com,0.0
cat__dns_query__sleep-proxy._udp.local,0.0
cat__dns_query_a-msedge.net,0.0
cat__dns_query_a.5.c.b.2.2.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_a.b.a.c.3.6.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_a.impactradius-go.com,0.0
cat__dns_query_a1089.dscd.akamai.net,0.0
cat__dns_query_a1089.dscd.akamai.net.0.1.cn.akamaitech.net,0.0
cat__dns_query_a1943.g2.akamai.net,0.0
cat__dns_query_aa.agkn.com,0.0
cat__dns_query_abbscnxqkmh,0.0
cat__dns_query_acdn.adnxs.com,0.0
cat__dns_query_akamai.net,0.0
cat__dns_query_ade.googlesyndication.com,0.0
cat__dns_query_adfapwsav1,0.0
cat__dns_query_adfarm.mediaplex.com,0.0
cat__dns_query_adl.windows.com,0.0
cat__dns_query_adl.windows.com.edgesuite.net,0.0
cat__dns_query_ads.adthrive.com,0.0
cat__dns_query_adservice.google.com,0.0
cat__dns_query_adservice.google.com.au,0.0
cat__dns_query_akadns.net,0.0
cat__dns_query_akadns6.net,0.0
cat__dns_query_azure.com,0.0
cat__dns_query_b.4.5.a.a.3.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query__kerberos.mac-seitbld26rm113.local,0.0
cat__dns_query_b.5.3.7.b.5.e.f.f.f.9.2.c.0.2.0.0.0.e.a.8.4.0.1.0.0.e.6.5.0.4.2.ip6.arpa,0.0
cat__dns_query_cdn.onenote.net.edgekey.net,0.0
cat__dns_query_cdn.syndication.twimg.com,0.0
cat__dns_query_cdn.taboola.com,0.0
cat__dns_query_cdn.undertone.com,0.0
cat__dns_query_cdn.viglink.com,0.0
cat__dns_query_ciscobinary.openh264.org,0.0
cat__dns_query_clarium.global.ssl.fastly.net,0.0
cat__dns_query_classify-client.services.mozilla.com,0.0
cat__dns_query_client.wns.windows.com,0.0
cat__dns_query_clients4.google.com,0.0
cat__dns_query_cloudfront.net,0.0
cat__dns_query_cm.g.doubleclick.net,0.0
cat__dns_query_cns3.secureserver.net,0.0
cat__dns_query_cns4.secureserver.net,0.0
cat__dns_query_com.au,0.0
cat__dns_query_config.edge.skype.com,0.0
cat__dns_query_connect.facebook.net,0.0
cat__dns_query_content-signature.cdn.mozilla.net,0.0
cat__dns_query_cp601-prod.do.dsp.mp.microsoft.com,0.0
cat__dns_query_cs9.wac.phicdn.net,0.0
cat__dns_query_cs9.wpc.v0cdn.net,0.0
cat__dns_query_csi.gstatic.com,0.0
cat__dns_query_csm.hk.as.criteo.net,0.0
cat__dns_query_cdn.onenote.net,0.0
cat__dns_query_cdn.fwupd.org,0.0
cat__dns_query_cdn.ampproject.org,0.0
cat__dns_query_bopbwko.mydns.com,0.0
cat__dns_query_b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_b.r06.twtrdns.net,0.0
cat__dns_query_balrog-aus5.r53-2.services.mozilla.com,0.0
cat__dns_query_bid.g.doubleclick.net,0.0
cat__dns_query_biddr.brealtime.com,0.0
cat__dns_query_bing.com,0.0
cat__dns_query_blocklist.addons.mozilla.org,0.0
cat__dns_query_blocklists-settings.prod.mozaws.net,0.0
cat__dns_query_blocklists.settings.services.mozilla.com,0.0
cat__dns_query_bopbwko,0.0
cat__dns_query_bzpdkdmr,0.0
cat__dns_query_cafemedia-d.openx.net,0.0
cat__dns_query_c-msedge.net,0.0
cat__dns_query_c.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_c.b.0.c.f.7.b.f.2.b.4.0.3.4.5.f.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,0.0
cat__dns_query_c.b.0.c.f.7.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_c.betrad.com,0.0
cat__dns_query_c.c.5.f.d.4.e.f.f.f.2.4.1.a.c.7.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,0.0
cat__dns_query_c.disquscdn.com,0.0
cat__dns_query_c.evidon.com,0.0
cat__dns_query_c.gumgum.com,0.0
cat__dns_query_c.r06.twtrdns.net,0.0
cat__dns_query__raop._tcp.local,0.0
cat__dns_query__ipps._tcp.local,0.0
cat__dns_query_d.4.e.3.5.4.e.1.e.6.1.b.1.d.c.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,0.0
cat__dns_query_251.205.in-addr.arpa,0.0
cat__dns_query_114.35.168.192.in-addr.arpa,0.0
cat__dns_query_132.35.168.192.in-addr.arpa,0.0
cat__dns_query_135.32.145.8.in-addr.arpa,0.0
cat__dns_query_135.35.168.192.in-addr.arpa,0.0
cat__dns_query_15.taboola.com,0.0
cat__dns_query_152.189.90.40.in-addr.arpa,0.0
cat__dns_query_168.35.168.192.in-addr.arpa,0.0
cat__dns_query_17.1.168.192.in-addr.arpa,0.0
cat__dns_query_17.54.189.192.in-addr.arpa,0.0
cat__dns_query_190.1.168.192.in-addr.arpa,0.0
cat__dns_query_191.1.168.192.in-addr.arpa,0.0
cat__dns_query_192.168.1.195/dvwa/login.php-r.hub,0.0
cat__dns_query_192.251.205.in-addr.arpa,0.0
cat__dns_query_193.1.168.192.in-addr.arpa,0.0
cat__dns_query_194.1.168.192.in-addr.arpa,0.0
cat__dns_query_194.in-addr.arpa,0.0
cat__dns_query_2-01-2967-001e.cdx.cedexis.net,0.0
cat__dns_query_2.7.4.e.b.1.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_2.au.download.windowsupdate.com,0.0
cat__dns_query_2.debian.pool.ntp.org,0.0
cat__dns_query_213.35.168.192.in-addr.arpa,0.0
cat__dns_query_217.37.94.57.in-addr.arpa,0.0
cat__dns_query_242.83.35.203.in-addr.arpa,0.0
cat__dns_query_111.35.168.192.in-addr.arpa,0.0
cat__dns_query_11.au.download.windowsupdate.com,0.0
cat__dns_query_107.35.168.192.in-addr.arpa,0.0
cat__dns_query_0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.ip6.arpa,0.0
num__http_request_body_len,0.0
num__http_response_body_len,0.0
num__http_status_code,0.0
cat__proto_icmp,0.0
cat__service_dce_rpc,0.0
cat__service_gssapi,0.0
cat__service_smb,0.0
cat__service_smb;gssapi,0.0
cat__conn_state_S2,0.0
cat__dns_query_(empty),0.0
cat__dns_query_0.194.in-addr.arpa,0.0
cat__dns_query_102.35.168.192.in-addr.arpa,0.0
cat__dns_query_0.4.4.5.9.4.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_0.5.0.b.c.7.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_0._teamviewer._tcp.local,0.0
cat__dns_query_1.0.17.172.in-addr.arpa,0.0
cat__dns_query_1.0.194.in-addr.arpa,0.0
cat__dns_query_1.1.0.194.in-addr.arpa,0.0
cat__dns_query_1.1.f.6.2.7.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_1.4.c.9.9.a.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_1.d.2.7.8.2.e.f.f.f.9.2.c.0.2.0.0.0.e.a.8.4.0.1.0.0.e.6.5.0.4.2.ip6.arpa,0.0
cat__dns_query_100.218.in-addr.arpa,0.0
cat__dns_query_251.0.0.224.in-addr.arpa,0.0
cat__dns_query_252.0.0.224.in-addr.arpa,0.0
cat__dns_query__ipp._tcp.local,0.0
cat__dns_query_3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_HWXPDWULJFS,0.0
cat__dns_query_ISATAP,0.0
cat__dns_query_MBMSJNXGJGKVX,0.0
cat__dns_query_MCQ,0.0
cat__dns_query_TWGZZIQBPI,0.0
cat__dns_query_VMWARE-HOST,0.0
cat__dns_query_WININST,0.0
cat__dns_query_WPAD,0.0
cat__dns_query_XBKOBNJOMJDN,0.0
cat__dns_query_XJZMSLESDAFNF,0.0
cat__dns_query_XWCLPUPDSRRAIW,0.0
cat__dns_query_YMYBSYFRRZGBF,0.0
cat__dns_query__0354a290._sub._googlecast._tcp.local,0.0
cat__dns_query__233637de._sub._googlecast._tcp.local,0.0
cat__dns_query__airplay._tcp.local,0.0
cat__dns_query__atc._tcp.local,0.0
cat__dns_query__companion-link._tcp.local,0.0
cat__dns_query__fb._tcp.local,0.0
cat__dns_query__googlecast._tcp.local,0.0
cat__dns_query__homekit._tcp.local,0.0
cat__dns_query__http._tcp.security.ubuntu.com,0.0
cat__dns_query__http._tcp.us.archive.ubuntu.com,0.0
cat__dns_query__https._tcp.deb.nodesource.com,0.0
cat__dns_query_EWUCWCHFMIW,0.0
cat__dns_query_DESKTOP-UCIIE91,0.0
cat__dns_query_DESKTOP-P3KKLKQ,0.0
cat__dns_query_6.1.168.192.in-addr.arpa,0.0
cat__dns_query_30.156.233.220.in-addr.arpa,0.0
cat__dns_query_32.1.168.192.in-addr.arpa,0.0
cat__dns_query_4.1.b.7.0.9.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_4.3.f.1.b.b.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_43.100.218.in-addr.arpa,0.0
cat__dns_query_5.3.6.f.2.1.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_5.8.5.1.5.e.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_51.35.168.192.in-addr.arpa,0.0
cat__dns_query_57.in-addr.arpa,0.0
cat__dns_query_6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_6.c.d.4.8.6.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_ADFAPWSAV1,0.0
cat__dns_query_66.49.7.96.in-addr.arpa,0.0
cat__dns_query_67.49.7.96.in-addr.arpa,0.0
cat__dns_query_67.61.211.23.in-addr.arpa,0.0
cat__dns_query_7.4.5.c.0.7.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_7.au.download.windowsupdate.com,0.0
cat__dns_query_70.43.100.218.in-addr.arpa,0.0
cat__dns_query_8.0.3.7.8.1.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,0.0
cat__dns_query_89.80.13.103.in-addr.arpa,0.0
cat__dns_query_9.3.b.d.c.9.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_9.32.252.223.in-addr.arpa,0.0
cat__dns_query_ctldl.windowsupdate.com,0.0
cat__dns_query_d.6.9.a.d.5.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,0.0
cat__dns_query_ns1.reverse.deploy.akamaitechnologies.com,0.0
cat__dns_query_marmalade.adthrive.com,0.0
cat__dns_query_isatap,0.0
cat__dns_query_jigsaw.w3.org,0.0
cat__dns_query_jp-u.openx.net,0.0
cat__dns_query_js.agkn.com,0.0
cat__dns_query_json-schema.org,0.0
cat__dns_query_jsonata.org,0.0
cat__dns_query_kali,0.0
cat__dns_query_kali.hub,0.0
cat__dns_query_kv601-prod.do.dsp.mp.microsoft.com,0.0
cat__dns_query_l.betrad.com,0.0
cat__dns_query_lanphhcqlpf,0.0
cat__dns_query_ldutsbzpxg,0.0
cat__dns_query_links.services.disqus.com,0.0
cat__dns_query_linuxhint.com,0.0
cat__dns_query_live.com,0.0
cat__dns_query_live.net,0.0
cat__dns_query_live.rezync.com,0.0
cat__dns_query_loadm.exelator.com,0.0
cat__dns_query_local,0.0
cat__dns_query_localhost.hub,0.0
cat__dns_query_location.services.mozilla.com,0.0
cat__dns_query_login.live.com,0.0
cat__dns_query_login.msa.akadns6.net,0.0
cat__dns_query_ipv6.msftconnecttest.com,0.0
cat__dns_query_ip6.arpa,0.0
cat__dns_query_io.narrative.io,0.0
cat__dns_query_ib.adnxs.com,0.0
cat__dns_query_http://testphp.vulnweb.com/listproducts.php,0.0
cat__dns_query_http://testphp.vulnweb.com/listproducts.php.hub,0.0
cat__dns_query_https://192.168.1.184,0.0
cat__dns_query_https://192.168.1.184.hub,0.0
cat__dns_query_hugh.ns.cloudflare.com,0.0
cat__dns_query_hvtxbyul-2.t.nessus.org,0.0
cat__dns_query_hwxpdwuljfs,0.0
cat__dns_query_i.w55c.net,0.0
cat__dns_query_i2.wp.com,0.0
cat__dns_query_ib.3lift.com,0.0
cat__dns_query_idsync.rlcdn.com,0.0
cat__dns_query_inference.location.services.windowsphone.com,0.0
cat__dns_query_ie9comview.vo.msecnd.net,0.0
cat__dns_query_iecvlist.microsoft.com,0.0
cat__dns_query_image6.pubmatic.com,0.0
cat__dns_query_images.taboola.com,0.0
cat__dns_query_img-prod-cms-rt-microsoft-com.akamaized.net,0.0
cat__dns_query_imprlatbmp.taboola.com,0.0
cat__dns_query_imprsgmp.taboola.com,0.0
cat__dns_query_in-addr.arpa,0.0
cat__dns_query_incoming.telemetry.mozilla.org,0.0
cat__dns_query_inference.location.live.net,0.0
cat__dns_query_mabocnjqv,0.0
cat__dns_query_match.adsrvr.org,0.0
cat__dns_query_http://192.168.1.195/dvwa/login.php-r,0.0
cat__dns_query_match.rundsp.com,0.0
cat__dns_query_ns-1.amazon.com,0.0
cat__dns_query_ns-1070.awsdns-05.org,0.0
cat__dns_query_ns-1243.awsdns-27.org,0.0
cat__dns_query_ns-1283.awsdns-32.org,0.0
cat__dns_query_ns-1427.awsdns-50.org,0.0
cat__dns_query_ns-1609.awsdns-09.co.uk,0.0
cat__dns_query_ns-1882.awsdns-43.co.uk,0.0
cat__dns_query_ns-2.amazon.com,0.0
cat__dns_query_ns-3.amazon.com,0.0
cat__dns_query_ns-454.awsdns-56.com,0.0
cat__dns_query_ns-690.awsdns-22.net,0.0
cat__dns_query_ns-865.awsdns-44.net,0.0
cat__dns_query_ns-cloud-c1.googledomains.com,0.0
cat__dns_query_ns-cloud-c3.googledomains.com,0.0
cat__dns_query_ns.123-reg.co.uk,0.0
cat__dns_query_ns.axu.tm,0.0
cat__dns_query_ns.trex.fi,0.0
cat__dns_query_ns1-04.azure-dns.com,0.0
cat__dns_query_ns1.azprdmig.msft.net,0.0
cat__dns_query_ns1.canonical.com,0.0
cat__dns_query_ns1.edgecastdns.net,0.0
cat__dns_query_ns1.equant.net,0.0
cat__dns_query_ns1.ix.asn.au,0.0
cat__dns_query_npmjs.com,0.0
cat__dns_query_npdurqmbczdhww,0.0
cat__dns_query_normandy.cdn.mozilla.net,0.0
cat__dns_query_mozorg.cdn.mozilla.net,0.0
cat__dns_query_mbmsjnxgjgkvx,0.0
cat__dns_query_mcq,0.0
cat__dns_query_mickugnd,0.0
cat__dns_query_microsoft.com,0.0
cat__dns_query_mobilesystem.local,0.0
cat__dns_query_momentjs.com,0.0
cat__dns_query_motd.ubuntu.com,0.0
cat__dns_query_mozaws.net,0.0
cat__dns_query_mozgcp.net,0.0
cat__dns_query_mozilla.com,0.0
cat__dns_query_mqtt-dashboard-lb-1160139393.eu-central-1.elb.amazonaws.com,0.0
cat__dns_query_normandy-cdn.services.mozilla.com,0.0
cat__dns_query_msecnd.net,0.0
cat__dns_query_msedge.net,0.0
cat__dns_query_msftconnecttest.com,0.0
cat__dns_query_msftncsi.com,0.0
cat__dns_query_msn.com,0.0
cat__dns_query_mustache.github.io,0.0
cat__dns_query_nav.smartscreen.microsoft.com,0.0
cat__dns_query_nessus.org,0.0
cat__dns_query_nodered.org,0.0
cat__dns_query_nodesource.com,0.0
cat__dns_query_http://192.168.1.195/dvwa/login.php-r.hub,0.0
cat__dns_query_http://192.168.1.194,0.0
cat__dns_query_d.agkn.com,0.0
cat__dns_query_eus.rubiconproject.com,0.0
cat__dns_query_dns.msftncsi.com,0.0
cat__dns_query_downforeveryoneorjustme.com,0.0
cat__dns_query_download.cdn.mozilla.net,0.0
cat__dns_query_download.windowsupdate.com,0.0
cat__dns_query_dsum-sec.casalemedia.com,0.0
cat__dns_query_duckduckgo.com,0.0
cat__dns_query_e-msedge.net,0.0
cat__dns_query_e.c.2.8.8.1.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_e1.emxdgt.com,0.0
cat__dns_query_e1.emxdgt.com.hub,0.0
cat__dns_query_e15275.g.akamaiedge.net,0.0
cat__dns_query_e15275.g.akamaiedge.net.0.1.cn.akamaiedge.net,0.0
cat__dns_query_e8220.dscd.akamaiedge.net,0.0
cat__dns_query_e9659.dspg.akamaiedge.net,0.0
cat__dns_query_ecsoixtr-0.t.nessus.org,0.0
cat__dns_query_edba.brealtime.com,0.0
cat__dns_query_edgekey.net,0.0
cat__dns_query_edgesuite.net,0.0
cat__dns_query_eeeleoylr,0.0
cat__dns_query_ei.rlcdn.com,0.0
cat__dns_query_elasticsearch.mydns.com,0.0
cat__dns_query_emdl.ws.microsoft.com,0.0
cat__dns_query_emgrthewnf,0.0
cat__dns_query_dmd.metaservices.microsoft.com,0.0
cat__dns_query_disqusads.com,0.0
cat__dns_query_disqus.com,0.0
cat__dns_query_deb.nodesource.com,0.0
cat__dns_query_d.r06.twtrdns.net,0.0
cat__dns_query_d01-01.ns.twtrdns.net,0.0
cat__dns_query_d01-02.ns.twtrdns.net,0.0
cat__dns_query_d12uj65dsn9ho1.cloudfront.net,0.0
cat__dns_query_d2bnxibecyz4h5.cloudfront.net,0.0
cat__dns_query_d2k03kvdk5cku0.cloudfront.net,0.0
cat__dns_query_d2o47bxgqzkcc3.cloudfront.net,0.0
cat__dns_query_d34chcsvb7ug62.cloudfront.net,0.0
cat__dns_query_d6wjo2hisqfy2.cloudfront.net,0.0
cat__dns_query_daisy.ubuntu.com,0.0
cat__dns_query_delivery-asia-northeast-1.openx.net,0.0
cat__dns_query_dhxorum,0.0
cat__dns_query_design.google.com,0.0
cat__dns_query_desktop-7q9apbo,0.0
cat__dns_query_desktop-7q9apbo.local,0.0
cat__dns_query_desktop-p3kklkq.local,0.0
cat__dns_query_desktop-uciie91,0.0
cat__dns_query_desktop-uciie91.local,0.0
cat__dns_query_detectportal.firefox.com,0.0
cat__dns_query_detectportal.firefox.com.hub,0.0
cat__dns_query_detectportal.prod.mozaws.net,0.0
cat__dns_query_developer.twitter.com,0.0
cat__dns_query_encrypted-tbn0.gstatic.com,0.0
cat__dns_query_evoke-windowsservices-tas.msedge.net,0.0
cat__dns_query_http://192.168.1.190.hub,0.0
cat__dns_query_extensions.gnome.org,0.0
cat__dns_query_google.com,0.0
cat__dns_query_google.com.au,0.0
cat__dns_query_googleads.g.doubleclick.net,0.0
cat__dns_query_googleads4.g.doubleclick.net,0.0
cat__dns_query_googleapis.com,0.0
cat__dns_query_googleusercontent.com,0.0
cat__dns_query_graph.facebook.com,0.0
cat__dns_query_gstatic.com,0.0
cat__dns_query_gum.criteo.com,0.0
cat__dns_query_gzfiunfeipr,0.0
cat__dns_query_hb.emxdgt.com,0.0
cat__dns_query_hb.undertone.com,0.0
cat__dns_query_hk2-ap.settings.data.microsoft.com.akadns.net,0.0
cat__dns_query_hk2-eap.settings.data.microsoft.com.akadns.net,0.0
cat__dns_query_hk2.settings.data.microsoft.com.akadns.net,0.0
cat__dns_query_hnzwefg,0.0
cat__dns_query_hnzwefg.mydns.com,0.0
cat__dns_query_hocfblzp,0.0
cat__dns_query_hocfblzp.mydns.com,0.0
cat__dns_query_home_url=192.168.1.190,0.0
cat__dns_query_home_url=192.168.1.190.hub,0.0
cat__dns_query_http://192.168.1.152,0.0
cat__dns_query_http://192.168.1.190,0.0
cat__dns_query_go.microsoft.com,0.0
cat__dns_query_gnome.org,0.0
cat__dns_query_glitter.services.disqus.com,0.0
cat__dns_query_firefox.settings.services.mozilla.com,0.0
cat__dns_query_f.4.2.6.8.8.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_f.5.a.1.0.d.f.f.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,0.0
cat__dns_query_f.f.f.f.f.f.f.f.f.f.f.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,0.0
cat__dns_query_f.f.ip6.arpa,0.0
cat__dns_query_f.ip6.arpa,0.0
cat__dns_query_fastlane.rubiconproject.com,0.0
cat__dns_query_fe2.update.microsoft.com,0.0
cat__dns_query_fe3.delivery.mp.microsoft.com,0.0
cat__dns_query_feedburner.google.com,0.0
cat__dns_query_firefox.com,0.0
cat__dns_query_fontawesome.com,0.0
cat__dns_query_github.io,0.0
cat__dns_query_fonts.googleapis.com,0.0
cat__dns_query_fonts.gstatic.com,0.0
cat__dns_query_fqsmsosyxgrsb,0.0
cat__dns_query_ftp.mozilla.org,0.0
cat__dns_query_g.live.com,0.0
cat__dns_query_g.msn.com.nsatc.net,0.0
cat__dns_query_geo-prod.do.dsp.mp.microsoft.com,0.0
cat__dns_query_geover-prod.do.dsp.mp.microsoft.com,0.0
cat__dns_query_ggxfpkyzv,0.0
cat__dns_query_github.com,0.0
cat__weird_notice_F,0.0
